,AlphaFold3 ipTM,ml pipeline error
0,0.36,3.260028390659966
1,0.39,1.6937920654215421
2,0.54,0.6303496308158394
3,0.45,0.26717172840301373
4,0.41,1.7604224834232118
5,0.35,4.015939201101448
6,0.37,0.6303496308158394
7,0.41,0.47220807629623707
8,0.35,3.7089871250935422
