,AlphaFold3 fraction disordered,ml pipeline error
0,0.19,3.260028390659966
1,0.29,1.6937920654215421
2,0.34,0.6303496308158394
3,0.24,0.26717172840301373
4,0.19,1.7604224834232118
5,0.15,4.015939201101448
6,0.27,0.6303496308158394
7,0.22,0.47220807629623707
8,0.23,3.7089871250935422
